savivaldybe,rodiklis,metai,metai_menesis,menesis,nedarbas,vid_nedarbas
Šilalės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202410,10,7.80,
Šilalės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202411,11,8.10,
Šilalės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202412,12,8.50,
Šilutės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202401,1,10.20,8.73
Šilutės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202402,2,10.30,
Šilutės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202403,3,9.80,
Šilutės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202404,4,8.70,
Šilutės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202405,5,8.10,
Šilutės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202406,6,8.00,
Šilutės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202407,7,7.90,
Šilutės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202408,8,8.30,
Šilutės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202409,9,8.20,
Šilutės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202410,10,8.00,
Šilutės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202411,11,8.30,
Šilutės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202412,12,8.90,
Širvintų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202401,1,9.20,8.56
Širvintų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202402,2,9.10,
Širvintų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202403,3,9.00,
Širvintų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202404,4,8.20,
Širvintų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202405,5,8.00,
Širvintų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202406,6,8.50,
Širvintų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202407,7,8.40,
Širvintų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202408,8,8.70,
Širvintų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202409,9,8.30,
Širvintų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202410,10,8.20,
Širvintų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202411,11,8.30,
Širvintų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202412,12,8.80,
Skuodo r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202401,1,7.40,6.40
Skuodo r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202402,2,7.50,
Skuodo r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202403,3,7.40,
Skuodo r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202404,4,6.30,
Skuodo r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202405,5,5.50,
Skuodo r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202406,6,5.50,
Skuodo r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202407,7,5.50,
Skuodo r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202408,8,5.80,
Skuodo r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202409,9,5.80,
Skuodo r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202410,10,6.10,
Skuodo r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202411,11,6.60,
Skuodo r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202412,12,7.40,
Švenčionių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202401,1,9.40,9.06
Švenčionių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202402,2,9.50,
Švenčionių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202403,3,9.50,
Švenčionių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202404,4,8.40,
Švenčionių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202405,5,8.40,
Švenčionių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202406,6,9.10,
Švenčionių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202407,7,8.70,
Švenčionių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202408,8,9.20,
Švenčionių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202409,9,9.00,
Švenčionių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202410,10,8.70,
Švenčionių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202411,11,9.40,
Švenčionių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202412,12,9.40,
Tauragės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202401,1,9.50,8.95
Tauragės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202402,2,9.50,
Tauragės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202403,3,9.50,
Tauragės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202404,4,8.60,
Tauragės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202405,5,8.20,
Tauragės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202406,6,8.70,
Tauragės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202407,7,8.40,
Tauragės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202408,8,8.70,
Tauragės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202409,9,8.90,
Tauragės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202410,10,8.70,
Tauragės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202411,11,9.10,
Tauragės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202412,12,9.60,
Telšių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202401,1,9.60,8.29
Telšių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202402,2,9.50,
Telšių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202403,3,9.10,
Telšių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202404,4,8.20,
Telšių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202405,5,7.70,
Telšių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202406,6,7.50,
Telšių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202407,7,7.80,
Telšių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202408,8,7.90,
Telšių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202409,9,7.80,
Telšių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202410,10,7.50,
Telšių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202411,11,8.00,
Telšių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202412,12,8.90,
Trakų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202401,1,8.90,8.36
Trakų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202402,2,8.80,
Trakų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202403,3,8.90,
Trakų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202404,4,8.10,
Trakų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202405,5,7.60,
Trakų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202406,6,8.20,
Trakų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202407,7,8.30,
Trakų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202408,8,8.40,
Trakų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202409,9,8.30,
Trakų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202410,10,8.20,
Trakų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202411,11,8.20,
Trakų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202412,12,8.40,
Ukmergės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202401,1,11.40,9.84
Ukmergės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202402,2,11.40,
Ukmergės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202403,3,11.00,
Ukmergės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202404,4,9.90,
Ukmergės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202405,5,9.10,
Ukmergės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202406,6,9.30,
Ukmergės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202407,7,9.20,
Ukmergės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202408,8,9.40,
Ukmergės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202409,9,9.30,
Ukmergės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202410,10,9.00,
Ukmergės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202411,11,9.20,
Ukmergės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202412,12,9.90,
Utenos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202401,1,7.70,6.93
Utenos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202402,2,7.80,
Utenos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202403,3,7.50,
Utenos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202404,4,6.80,
Utenos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202405,5,6.00,
Utenos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202406,6,6.40,
Utenos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202407,7,6.50,
Utenos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202408,8,6.90,
Utenos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202409,9,7.00,
Utenos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202410,10,6.70,
Utenos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202411,11,6.70,
Utenos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202412,12,7.10,
Varėnos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202401,1,9.60,8.60
Varėnos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202402,2,9.60,
Varėnos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202403,3,9.10,
Varėnos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202404,4,8.50,
Varėnos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202405,5,8.30,
Varėnos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202406,6,8.50,
Varėnos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202407,7,8.40,
Varėnos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202408,8,8.50,
Varėnos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202409,9,8.30,
Varėnos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202410,10,8.00,
Varėnos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202411,11,7.90,
Varėnos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202412,12,8.50,
Vilkaviškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202401,1,10.90,9.87
Vilkaviškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202402,2,10.80,
Vilkaviškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202403,3,11.00,
Vilkaviškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202404,4,9.70,
Vilkaviškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202405,5,9.30,
Vilkaviškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202406,6,9.50,
Vilkaviškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202407,7,9.20,
Vilkaviškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202408,8,9.60,
Vilkaviškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202409,9,9.70,
Vilkaviškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202410,10,9.10,
Vilkaviškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202411,11,9.60,
Vilkaviškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202412,12,10.00,
Vilniaus m. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202401,1,8.70,8.60
Vilniaus m. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202402,2,8.60,
Vilniaus m. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202403,3,8.80,
Vilniaus m. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202404,4,8.40,
Vilniaus m. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202405,5,8.10,
Vilniaus m. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202406,6,8.50,
Vilniaus m. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202407,7,8.70,
Vilniaus m. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202408,8,8.90,
Vilniaus m. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202409,9,8.70,
Vilniaus m. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202410,10,8.40,
Vilniaus m. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202411,11,8.60,
Vilniaus m. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202412,12,8.80,
Vilniaus r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202401,1,9.00,8.67
Vilniaus r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202402,2,9.00,
Vilniaus r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202403,3,9.20,
Vilniaus r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202404,4,8.40,
Vilniaus r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202405,5,8.00,
Vilniaus r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202406,6,8.60,
Vilniaus r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202407,7,8.60,
Vilniaus r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202408,8,8.90,
Vilniaus r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202409,9,8.70,
Vilniaus r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202410,10,8.20,
Vilniaus r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202411,11,8.60,
Vilniaus r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202412,12,8.80,
Visagino sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202401,1,10.40,9.70
Visagino sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202402,2,10.20,
Visagino sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202403,3,10.40,
Visagino sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202404,4,9.90,
Visagino sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202405,5,9.20,
Visagino sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202406,6,9.20,
Visagino sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202407,7,9.20,
Visagino sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202408,8,9.60,
Visagino sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202409,9,9.30,
Visagino sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202410,10,9.10,
Visagino sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202411,11,9.80,
Visagino sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202412,12,10.10,
Zarasų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202401,1,11.50,10.63
Zarasų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202402,2,11.50,
Zarasų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202403,3,11.50,
Zarasų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202404,4,10.90,
Zarasų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202405,5,10.30,
Zarasų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202406,6,10.40,
Zarasų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202407,7,10.20,
Zarasų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202408,8,10.80,
Zarasų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202409,9,10.50,
Zarasų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202410,10,9.80,
Zarasų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202411,11,9.90,
Zarasų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202412,12,10.20,
